,level,level_weeks,reg_weeks,kick_in,mae
5361,2.0,50,280,1.0,10.631008655124932
5362,2.25,54,271,1.0,10.63100878273247
5363,2.75,24,110,0.75,10.631008792435576
5364,2.5,22,257,0.75,10.631008856038092
5365,2.25,43,280,0.75,10.631008950630836
5366,2.25,48,267,1.0,10.631009207467606
5367,2.0,46,283,1.0,10.631009371230371
5368,2.5,13,274,1.0,10.631009407451984
5369,2.5,34,267,0.75,10.63100953359992
5370,2.0,51,277,1.0,10.631009631315894
5371,2.25,46,287,0.75,10.631010000415094
5372,2.25,45,282,0.75,10.631010002574683
5373,2.5,11,102,1.0,10.631010083612942
5374,2.5,12,251,0.75,10.63101017920549
5375,2.25,10,262,0.75,10.63101028562489
5376,2.5,25,105,1.0,10.63101029417959
5377,2.25,49,278,1.0,10.631010369744844
5378,2.25,44,281,0.75,10.631010397118498
5379,2.5,16,107,1.0,10.63101041329084
5380,2.75,32,108,0.75,10.631010444058989
5381,2.25,55,274,1.0,10.631010609478505
5382,2.0,29,271,1.0,10.631010641291288
5383,2.25,52,270,1.0,10.63101068925807
5384,2.5,24,104,1.0,10.631010729052871
5385,2.25,13,200,1.0,10.63101079369021
5386,2.75,35,103,0.75,10.631011022317532
5387,2.25,15,205,1.0,10.631011078508154
5388,2.0,50,275,1.0,10.631011137514326
5389,2.25,49,268,1.0,10.631011212786069
5390,2.75,11,274,0.75,10.631011321286586
5391,2.25,36,283,1.0,10.631011434204582
5392,2.75,20,117,0.75,10.631011618365994
5393,2.25,47,285,0.75,10.631011833639413
5394,2.5,19,106,0.75,10.631012135481452
5395,2.0,30,287,1.0,10.631012137273906
5396,2.25,10,191,1.0,10.63101217990675
5397,2.5,12,106,0.75,10.631012187353411
5398,2.25,16,249,1.0,10.631012209780671
5399,2.25,40,260,1.0,10.631012220361054
5400,2.25,43,261,1.0,10.6310124867318
5401,2.5,37,272,0.75,10.631012584112746
5402,2.0,48,281,1.0,10.631012618361511
5403,2.0,51,276,1.0,10.631012637272278
5404,2.25,43,293,0.75,10.631012654107613
5405,2.75,29,109,0.75,10.631012724217532
5406,2.0,49,274,1.0,10.63101287016477
5407,2.25,28,269,0.75,10.63101328183094
5408,2.0,44,284,1.0,10.631014017296572
5409,2.25,39,282,1.0,10.631014041273946
5410,2.75,10,128,1.0,10.631014175924877
5411,2.0,19,288,1.0,10.631014337024002
5412,2.25,45,297,0.75,10.631014353375768
5413,2.25,44,295,0.75,10.63101465401116
5414,2.25,16,265,0.75,10.63101479885812
5415,2.0,46,273,1.0,10.631014817010286
5416,2.25,43,292,0.75,10.631015020994328
5417,2.75,15,113,0.75,10.631015092437124
5418,2.25,29,285,1.0,10.631015286403112
5419,2.25,44,290,0.75,10.631015374868992
5420,2.75,10,257,0.75,10.631015469921634
5421,2.5,30,263,0.75,10.631015564519805
5422,2.5,32,299,0.75,10.63101564367656
5423,2.0,52,279,1.0,10.631015787926255
5424,2.5,20,124,1.0,10.63101584233584
5425,2.75,11,105,0.75,10.631016094686762
5426,2.25,25,252,1.0,10.631016108124506
5427,2.5,32,292,0.75,10.63101615380188
5428,2.0,48,282,1.0,10.631016183988246
5429,2.0,41,285,1.0,10.63101661246117
5430,2.75,15,106,1.0,10.63101710699383
5431,2.75,19,111,0.75,10.631017221330064
5432,2.75,15,114,0.75,10.631017576518188
5433,2.25,38,259,1.0,10.631017960521763
5434,2.0,10,289,1.0,10.631018156683348
5435,2.5,23,122,1.0,10.631018278997166
5436,2.25,56,273,1.0,10.631018377890644
5437,2.0,40,272,1.0,10.631018436477396
5438,2.75,37,107,0.75,10.6310184459057
5439,2.25,47,286,0.75,10.631018763722876
5440,2.5,12,299,0.5,10.631018840485606
5441,2.5,12,102,1.0,10.631019270451736
5442,2.5,20,254,1.0,10.631019309241353
5443,2.5,38,277,0.75,10.631019395226208
5444,2.5,26,260,0.75,10.63101971120823
5445,2.25,11,118,1.0,10.631019730674144
5446,2.25,33,271,0.75,10.631019847020736
5447,2.25,10,118,1.0,10.631019848326757
5448,2.0,37,286,1.0,10.631019856378671
5449,2.0,52,278,1.0,10.63102009066592
5450,2.75,13,103,1.0,10.631020225130728
5451,2.25,26,268,0.75,10.631020345862334
5452,2.25,51,277,1.0,10.631020591860086
5453,2.0,51,280,1.0,10.631020942150036
5454,2.25,19,287,1.0,10.631021022560644
5455,2.25,45,289,0.75,10.631021261419766
5456,2.75,12,203,1.0,10.631021336984071
5457,2.0,52,277,1.0,10.631021362913003
5458,2.75,20,119,0.75,10.631021369418365
5459,2.25,54,275,1.0,10.63102150608653
5460,2.25,16,119,1.0,10.631021739934573
5461,2.75,14,194,1.0,10.631021972073064
5462,2.25,56,272,1.0,10.631021975830398
5463,2.75,18,121,0.75,10.631022063381518
5464,2.5,15,115,1.0,10.631022092462583
5465,2.5,39,284,0.75,10.631022118706737
5466,2.5,17,252,1.0,10.631022343487029
5467,2.0,47,283,1.0,10.631022367934
5468,2.75,11,114,0.75,10.631022448933608
5469,2.25,33,284,1.0,10.63102245473332
5470,2.5,12,211,1.0,10.631022474448518
5471,2.25,10,199,1.0,10.631022741833736
5472,2.0,51,275,1.0,10.631022857270578
5473,2.75,13,263,0.75,10.631022921892452
5474,2.25,48,279,1.0,10.631023031577923
5475,2.75,20,112,0.75,10.631023129133146
5476,2.75,36,104,0.75,10.631023169504092
5477,2.25,14,264,0.75,10.631023422618492
5478,2.75,12,113,0.75,10.631023460181176
5479,2.25,37,274,0.75,10.631023634522329
5480,2.0,52,276,1.0,10.631024253527745
5481,2.5,14,115,1.0,10.631024298461892
5482,2.25,43,279,0.75,10.631024340661718
5483,2.0,31,287,1.0,10.631024555179502
5484,2.25,42,281,1.0,10.631024576285643
5485,2.0,30,271,1.0,10.631024595659948
5486,2.0,50,274,1.0,10.631024742165817
5487,2.5,18,117,0.75,10.631024765746352
5488,2.0,20,288,1.0,10.63102478071646
5489,2.5,36,270,0.75,10.63102498782458
5490,2.5,10,125,0.75,10.631025001747703
5491,2.0,49,281,1.0,10.631025150587648
5492,2.5,32,295,0.75,10.63102516960438
5493,2.5,21,255,1.0,10.63102533720334
5494,2.25,47,284,0.75,10.631025374906388
5495,2.25,48,265,1.0,10.631025423022844
5496,2.75,17,103,0.75,10.631025543481142
5497,2.5,25,259,0.75,10.631025856272624
5498,2.25,45,296,0.75,10.631025939342123
5499,2.75,13,265,0.75,10.631026013460565
5500,2.5,38,286,0.75,10.631026035478552
5501,2.5,24,117,1.0,10.631026092104523
5502,2.25,48,266,1.0,10.631026146688258
5503,2.5,29,262,0.75,10.631026188468343
5504,2.5,39,283,0.75,10.631026345045573
5505,2.5,36,288,0.75,10.631026475590575
5506,2.25,37,258,1.0,10.63102648835794
5507,2.25,34,272,0.75,10.631026623226967
5508,2.5,39,281,0.75,10.631026714627176
5509,2.5,13,299,0.5,10.631026785598726
5510,2.75,11,124,0.75,10.631026885865316
5511,2.25,13,263,0.75,10.631027001037229
5512,2.75,19,117,1.0,10.631027053298576
5513,2.25,51,269,1.0,10.631027060115754
5514,2.0,47,273,1.0,10.631027112218206
5515,2.0,45,284,1.0,10.631027263508043
5516,2.0,53,279,1.0,10.63102762189756
5517,2.5,39,280,0.75,10.631027629304375
5518,2.25,12,118,1.0,10.63102784223386
5519,2.25,32,255,1.0,10.631027951065231
5520,2.75,23,119,1.0,10.631027960886142
5521,2.25,25,286,1.0,10.631027996830731
5522,2.5,17,271,1.0,10.631028253342768
5523,2.25,39,276,0.75,10.63102826907264
5524,2.25,42,278,0.75,10.631028282774816
5525,2.25,46,299,0.75,10.631028422718304
5526,2.5,16,115,1.0,10.631028479148934
5527,2.25,34,256,1.0,10.631028544129771
5528,2.0,49,282,1.0,10.6310287550662
5529,2.25,53,276,1.0,10.631028919689925
5530,2.25,47,283,0.75,10.631029054029622
5531,2.25,13,288,1.0,10.631029161822116
5532,2.5,20,106,0.75,10.631029224500873
5533,2.25,47,263,1.0,10.631029535904528
5534,2.5,35,289,0.75,10.631029686943211
5535,2.25,22,266,0.75,10.63102986532637
5536,2.25,16,121,1.0,10.631029957609746
5537,2.75,11,259,0.75,10.631030040461727
5538,2.0,42,285,1.0,10.631030140558858
5539,2.25,48,264,1.0,10.63103051651837
5540,2.25,15,248,1.0,10.63103067318204
5541,2.75,17,124,1.0,10.631030962915574
5542,2.75,36,103,0.75,10.631030967430098
5543,2.75,13,200,1.0,10.631030989196136
5544,2.5,21,203,1.0,10.631031011908563
5545,2.25,46,262,1.0,10.631031174244177
5546,2.5,10,280,1.0,10.631031249524115
5547,2.0,41,272,1.0,10.631031359058149
5548,2.5,23,262,1.0,10.631031409594186
5549,2.5,18,254,0.75,10.631031591502218
5550,2.5,19,253,1.0,10.6310316102441
5551,2.75,37,105,0.75,10.631031668399537
5552,2.5,21,106,1.0,10.631031669141963
5553,2.0,53,278,1.0,10.6310317222016
5554,2.5,21,266,1.0,10.631032180013802
5555,2.5,39,282,0.75,10.631032452608329
5556,2.25,31,270,0.75,10.631032763222017
5557,2.5,20,119,0.75,10.631032822099602
5558,2.0,53,277,1.0,10.631032880797196
5559,2.25,46,298,0.75,10.631032966643945
5560,2.0,52,280,1.0,10.63103298420636
5561,2.5,17,107,1.0,10.631033130236808
5562,2.5,20,103,1.0,10.63103328013307
5563,2.25,26,267,0.75,10.63103332791344
5564,2.5,37,271,0.75,10.63103363606883
5565,2.75,21,105,1.0,10.631033683407002
5566,2.0,38,286,1.0,10.631033699727425
5567,2.5,11,116,0.75,10.631033777377938
5568,2.25,30,254,1.0,10.631033962344086
5569,2.25,44,294,0.75,10.631033997941376
5570,2.75,25,110,0.75,10.631034201467155
5571,2.75,13,266,0.75,10.631034218028889
5572,2.0,21,288,1.0,10.631034270709227
5573,2.0,52,275,1.0,10.631034365626771
5574,2.25,46,288,0.75,10.63103451188091
5575,2.5,19,118,0.75,10.631034681239656
5576,2.5,20,198,1.0,10.631034718205637
5577,2.5,25,107,0.75,10.631034932458594
5578,2.0,48,283,1.0,10.631035080083905
5579,2.25,55,271,1.0,10.631035200791844
5580,2.5,33,266,0.75,10.6310352293456
5581,2.25,44,291,0.75,10.631035267495095
5582,2.5,25,104,1.0,10.63103550297455
5583,2.0,53,276,1.0,10.6310356614874
5584,2.75,16,114,0.75,10.631035698805894
5585,2.25,46,280,1.0,10.631036260585596
5586,2.25,23,251,1.0,10.631036287674457
5587,2.25,17,265,0.75,10.631036377511853
5588,2.0,51,274,1.0,10.631036395360102
5589,2.5,23,261,1.0,10.631036437804996
5590,2.75,20,118,0.75,10.63103649757412
5591,2.5,13,102,1.0,10.631036725874484
5592,2.25,56,274,1.0,10.631036759905614
5593,2.75,16,113,0.75,10.631036850941134
5594,2.25,13,247,1.0,10.631036907196378
5595,2.25,49,267,1.0,10.631037134139142
5596,2.25,41,277,0.75,10.63103724848411
5597,2.5,14,299,0.5,10.631037256876624
5598,2.25,10,246,1.0,10.631037271728609
5599,2.0,50,281,1.0,10.631037424408946
5600,2.25,53,270,1.0,10.631037495286726
5601,2.5,21,256,0.75,10.631037543685292
5602,2.5,38,276,0.75,10.631037628193734
5603,2.5,19,187,1.0,10.631037854304092
5604,2.5,26,120,1.0,10.631037858539608
5605,2.25,28,253,1.0,10.63103808827603
5606,2.5,39,285,0.75,10.63103808843461
5607,2.25,36,273,0.75,10.631038137267796
5608,2.5,21,116,1.0,10.631038137698212
5609,2.0,31,271,1.0,10.6310382619229
5610,2.75,33,108,0.75,10.631038346587992
5611,2.5,15,273,1.0,10.631038650918242
5612,2.25,36,257,1.0,10.631038749738773
5613,2.0,32,287,1.0,10.631038768766327
5614,2.25,50,268,1.0,10.63103877742012
5615,2.25,39,275,0.75,10.63103884976745
5616,2.25,50,278,1.0,10.631038865834489
5617,2.5,32,293,0.75,10.63103888236784
5618,2.5,31,264,0.75,10.631038923645209
5619,2.75,20,116,0.75,10.631038991602216
5620,2.5,26,105,1.0,10.631039023847958
5621,2.0,48,273,1.0,10.631039169886757
5622,2.5,16,116,0.75,10.63103921069219
5623,2.5,13,115,1.0,10.631039220518913
5624,2.0,54,279,1.0,10.63103923106234
5625,2.25,47,287,0.75,10.631039297135636
5626,2.75,15,191,1.0,10.631039374677735
5627,2.25,44,280,0.75,10.631039595709757
5628,2.75,18,115,0.75,10.631039871768175
5629,2.25,46,282,0.75,10.631040107549303
5630,2.0,46,284,1.0,10.631040207741457
5631,2.5,22,123,1.0,10.631040361533962
5632,2.25,41,260,1.0,10.631040664783468
5633,2.25,44,261,1.0,10.63104071482762
5634,2.25,11,262,0.75,10.6310407369526
5635,2.25,45,281,0.75,10.63104075355749
5636,2.75,20,104,1.0,10.631040976580357
5637,2.25,20,250,1.0,10.63104098002947
5638,2.75,13,270,0.75,10.63104098582851
5639,2.0,50,282,1.0,10.631041062945458
5640,2.75,14,104,0.75,10.631041217154843
5641,2.75,13,262,0.75,10.63104136329152
5642,2.25,44,293,0.75,10.631041795704624
5643,2.25,11,193,1.0,10.631041819449004
5644,2.25,48,285,0.75,10.631042105189934
5645,2.5,39,279,0.75,10.631042165220371
5646,2.5,14,184,1.0,10.631042268322089
5647,2.5,11,130,1.0,10.631042623491648
5648,2.75,13,271,0.75,10.631042767842686
5649,2.5,21,106,0.75,10.631042855478006
5650,2.0,22,288,1.0,10.631042991096969
5651,2.0,54,278,1.0,10.631043139176464
5652,2.25,45,295,0.75,10.63104332151208
5653,2.0,43,285,1.0,10.631043347048942
5654,2.25,46,297,0.75,10.631043646183462
5655,2.5,20,196,1.0,10.631043679370388
5656,2.5,14,127,1.0,10.631043683659543
5657,2.75,37,104,0.75,10.63104381123503
5658,2.75,38,106,0.75,10.631043853620456
5659,2.5,37,287,0.75,10.631043977185328
5660,2.0,42,272,1.0,10.63104401966949
5661,2.25,44,292,0.75,10.631044102447303
5662,2.0,54,277,1.0,10.631044190209751
5663,2.75,30,109,0.75,10.63104421911437
5664,2.25,57,273,1.0,10.63104426648333
5665,2.5,12,183,1.0,10.631044397374117
5666,2.25,29,269,0.75,10.631044460036204
5667,2.25,45,290,0.75,10.631044512006676
5668,2.5,34,290,0.75,10.631044624900126
5669,2.0,53,280,1.0,10.63104478861962
5670,2.5,15,251,1.0,10.631044879179884
5671,2.5,35,268,0.75,10.631045091681434
5672,2.0,11,289,1.0,10.63104540147186
5673,2.75,15,192,1.0,10.631045599329887
5674,2.0,53,275,1.0,10.631045667603958
5675,2.75,12,260,0.75,10.63104570426136
5676,2.5,32,294,0.75,10.631045761884469
5677,2.25,17,249,1.0,10.631045897551012
5678,2.5,38,275,0.75,10.631045915935292
5679,2.25,37,283,1.0,10.631046534572004
5680,2.75,14,103,1.0,10.631046601042256
5681,2.5,28,261,0.75,10.631046829053384
5682,2.0,54,276,1.0,10.631046866067082
5683,2.5,24,258,0.75,10.631047060848582
5684,2.0,39,286,1.0,10.631047193985772
5685,2.25,39,259,1.0,10.63104721555033
5686,2.5,17,108,0.75,10.631047226206798
5687,2.25,40,282,1.0,10.631047389287588
5688,2.0,49,283,1.0,10.631047517895096
5689,2.5,22,256,1.0,10.631047573144278
5690,2.5,23,260,1.0,10.63104761069718
5691,2.25,55,275,1.0,10.631047811036716
5692,2.0,52,274,1.0,10.631047835196105
5693,2.25,57,272,1.0,10.631047860200743
5694,2.5,27,119,1.0,10.631047898276412
5695,2.25,52,277,1.0,10.6310479975781
5696,2.75,20,111,0.75,10.631048172228889
5697,2.75,22,118,1.0,10.63104818253974
5698,2.25,48,286,0.75,10.631048854340593
5699,2.5,26,118,1.0,10.631048911393552
5700,2.25,15,264,0.75,10.631048975704957
5701,2.5,15,299,0.5,10.63104927540367
5702,2.5,17,115,1.0,10.631049370325508
5703,2.0,51,281,1.0,10.63104944807253
5704,2.75,21,112,0.75,10.6310497070067
5705,2.5,38,274,0.75,10.631049736828851
5706,2.5,15,252,0.75,10.631049790438936
5707,2.25,26,252,1.0,10.631049808175884
5708,2.5,33,291,0.75,10.631050188650809
5709,2.5,21,189,1.0,10.631050219063154
5710,2.25,46,289,0.75,10.631050220327438
5711,2.5,33,297,0.75,10.631050283728868
5712,2.5,23,259,1.0,10.631050350487415
5713,2.5,38,273,0.75,10.631050374439644
5714,2.0,55,279,1.0,10.631050621557591
5715,2.25,34,271,0.75,10.631050652442765
5716,2.5,19,207,1.0,10.631050688923612
5717,2.5,16,108,0.75,10.631050811028222
5718,2.5,22,265,1.0,10.63105089112521
5719,2.0,49,273,1.0,10.631050996482069
5720,2.5,32,265,0.75,10.631051063498726
5721,2.0,23,288,1.0,10.631051089397976
5722,2.5,20,188,1.0,10.631051115049956
5723,2.5,11,106,0.75,10.631051137027022
5724,2.5,20,255,0.75,10.631051350982302
5725,2.0,32,271,1.0,10.631051648249766
5726,2.5,39,278,0.75,10.631051687037594
5727,2.5,14,210,1.0,10.631051779836248
5728,2.25,27,268,0.75,10.63105180846583
5729,2.75,10,107,1.0,10.63105189142656
5730,2.25,49,279,1.0,10.631052117035985
5731,2.25,49,265,1.0,10.631052418245366
5732,2.75,37,103,0.75,10.631052467849294
5733,2.5,18,186,1.0,10.631052521488778
5734,2.0,33,287,1.0,10.631052576932484
5735,2.25,14,263,0.75,10.631052711803193
5736,2.75,13,196,1.0,10.63105278325741
5737,2.0,47,284,1.0,10.631052861780423
5738,2.5,33,298,0.75,10.631052975654017
5739,2.5,18,108,0.75,10.631053008238158
5740,2.75,16,106,1.0,10.63105301949816
5741,2.75,12,186,1.0,10.63105306150974
5742,2.0,51,282,1.0,10.631053116307632
5743,2.5,20,197,1.0,10.631053253432777
5744,2.5,36,269,0.75,10.63105332145368
5745,2.75,13,202,1.0,10.631053416110491
5746,2.5,33,296,0.75,10.63105349505744
5747,2.25,38,274,0.75,10.63105374193422
5748,2.25,52,269,1.0,10.631053936431638
5749,2.25,49,266,1.0,10.631053977364992
5750,2.0,55,278,1.0,10.631054347073
5751,2.5,15,108,0.75,10.63105441202786
5752,2.25,46,296,0.75,10.631054624606572
5753,2.25,44,279,0.75,10.631054659251795
5754,2.25,30,285,1.0,10.631054876498116
5755,2.5,22,106,0.75,10.631055202615638
5756,2.0,55,277,1.0,10.631055296243302
5757,2.25,11,210,1.0,10.631055339703524
5758,2.5,15,123,0.75,10.63105539845028
5759,2.25,48,284,0.75,10.631055399979916
5760,2.5,35,267,0.75,10.631055481187524
5761,2.25,54,276,1.0,10.631055538164988
5762,2.5,14,102,1.0,10.631055856973264
5763,2.5,23,257,0.75,10.631056087754096
5764,2.25,38,258,1.0,10.63105616706526
5765,2.75,26,110,0.75,10.631056193881928
5766,2.0,44,285,1.0,10.631056245810068
5767,2.0,54,280,1.0,10.631056362396633
5768,2.25,43,281,1.0,10.63105639850504
5769,2.0,43,272,1.0,10.631056426008186
5770,2.25,15,204,1.0,10.631056568523434
5771,2.5,10,250,0.75,10.63105658197821
5772,2.75,11,258,0.75,10.6310566379607
5773,2.0,54,275,1.0,10.631056768092783
5774,2.75,21,121,1.0,10.631056807048196
5775,2.5,21,103,1.0,10.63105687669345
5776,2.25,48,263,1.0,10.631056989899744
5777,2.5,16,185,1.0,10.631057188978629
5778,2.25,23,266,0.75,10.631057253634554
5779,2.25,35,272,0.75,10.631057384495382
5780,2.25,49,264,1.0,10.631057591098136
5781,2.25,47,299,0.75,10.631057785438214
5782,2.25,18,265,0.75,10.631057791856952
5783,2.5,10,279,1.0,10.63105783588574
5784,2.0,55,276,1.0,10.631057872057806
5785,2.5,14,108,0.75,10.63105797682156
5786,2.5,13,124,0.75,10.631057978011034
5787,2.5,13,251,0.75,10.631058017725032
5788,2.25,35,256,1.0,10.631058176495271
5789,2.25,48,283,0.75,10.631058322568803
5790,2.75,15,193,1.0,10.631058511375263
5791,2.25,40,276,0.75,10.631058512544287
5792,2.5,17,253,0.75,10.63105864029924
5793,2.0,24,288,1.0,10.631058683834002
5794,2.25,43,278,0.75,10.631058808309351
5795,2.25,33,255,1.0,10.631058838721115
5796,2.5,23,263,1.0,10.63105884558363
5797,2.75,38,105,0.75,10.631058933586225
5798,2.25,13,209,1.0,10.631058937617585
5799,2.5,22,201,1.0,10.631059026040804
5800,2.0,53,274,1.0,10.631059066958963
5801,2.25,47,262,1.0,10.63105907260789
5802,2.25,17,120,1.0,10.631059244390002
5803,2.25,34,284,1.0,10.631059278145637
5804,2.5,26,107,0.75,10.631059460684854
5805,2.75,38,107,0.75,10.631059483871256
5806,2.75,10,275,0.75,10.631059579755728
5807,2.0,50,283,1.0,10.631059690986037
5808,2.5,18,270,1.0,10.631059724077204
5809,2.25,13,124,1.0,10.63105986058817
5810,2.5,13,108,0.75,10.631059927505769
5811,2.5,18,107,1.0,10.63105999637921
5812,2.5,22,106,1.0,10.631060223369392
5813,2.0,40,286,1.0,10.63106035681816
5814,2.75,17,113,0.75,10.631060655100496
5815,2.5,38,272,0.75,10.631060740496912
5816,2.75,11,113,0.75,10.63106087688893
5817,2.75,20,122,1.0,10.631060927010944
5818,2.25,20,287,1.0,10.631060939377038
5819,2.75,13,187,1.0,10.631061004430409
5820,2.25,56,271,1.0,10.631061124044049
5821,2.0,52,281,1.0,10.631061229421826
5822,2.5,31,263,0.75,10.631061383054965
5823,2.5,26,104,1.0,10.631061507342412
5824,2.5,19,269,1.0,10.631061706833908
5825,2.0,56,279,1.0,10.631061799294953
5826,2.25,47,298,0.75,10.63106228724981
5827,2.25,57,274,1.0,10.631062425125831
5828,2.25,10,190,1.0,10.631062512435175
5829,2.0,50,273,1.0,10.63106259822955
5830,2.25,45,294,0.75,10.631062654265511
5831,2.5,23,258,1.0,10.63106307224778
5832,2.25,13,118,1.0,10.63106315768556
5833,2.25,47,288,0.75,10.631063328507972
5834,2.25,32,270,0.75,10.631063614125464
5835,2.75,16,103,0.75,10.63106373502692
5836,2.25,54,270,1.0,10.631063794044652
5837,2.25,45,291,0.75,10.63106396148846
5838,2.5,16,299,0.5,10.631064113032991
5839,2.5,27,105,1.0,10.631064331631896
5840,2.25,16,248,1.0,10.631064346925337
5841,2.25,50,267,1.0,10.631064533262927
5842,2.5,33,292,0.75,10.631064712604472
5843,2.25,10,194,1.0,10.63106474968639
5844,2.0,33,271,1.0,10.631064762523682
5845,2.25,27,267,0.75,10.631064805058625
5846,2.0,52,282,1.0,10.631064923387369
5847,2.75,16,122,0.75,10.631065045961757
5848,2.0,48,284,1.0,10.63106523663151
5849,2.0,56,278,1.0,10.631065351199489
5850,2.5,39,277,0.75,10.631065374467946
5851,2.5,11,276,1.0,10.631065716117831
5852,2.25,51,268,1.0,10.631065807078253
5853,2.0,25,288,1.0,10.631065869146218
5854,2.5,21,204,1.0,10.63106598617884
5855,2.0,34,287,1.0,10.631066008174145
5856,2.25,31,254,1.0,10.63106617191045
5857,2.0,56,277,1.0,10.631066203846212
5858,2.25,47,280,1.0,10.63106629116628
5859,2.5,20,206,1.0,10.631066605950156
5860,2.0,12,289,1.0,10.631066672701978
5861,2.5,27,260,0.75,10.631066724577064
5862,2.75,13,199,1.0,10.631066962868251
5863,2.25,11,246,1.0,10.631066994049617
5864,2.75,22,105,1.0,10.631067400411144
5865,2.75,34,108,0.75,10.63106745483324
5866,2.5,16,209,1.0,10.631067467101763
5867,2.25,51,278,1.0,10.631067544118698
5868,2.0,55,275,1.0,10.6310676718565
5869,2.0,55,280,1.0,10.631067712246214
5870,2.5,19,108,0.75,10.631067723202026
5871,2.25,42,277,0.75,10.63106801752189
5872,2.75,38,104,0.75,10.631068029444007
5873,2.75,21,117,0.75,10.631068077860236
5874,2.75,13,273,0.75,10.631068219764591
5875,2.25,45,261,1.0,10.631068264539223
5876,2.25,37,273,0.75,10.631068306589308
5877,2.25,42,260,1.0,10.631068359369165
5878,2.5,33,299,0.75,10.631068558696152
5879,2.0,44,272,1.0,10.63106858542596
5880,2.25,14,247,1.0,10.631068677825128
5881,2.0,56,276,1.0,10.63106868412812
5882,2.25,37,257,1.0,10.631068769664845
5883,2.25,48,287,0.75,10.631068819613011
5884,2.0,45,285,1.0,10.631068849658856
5885,2.75,17,114,0.75,10.631069240986156
5886,2.5,19,117,0.75,10.63106933973439
5887,2.25,10,195,1.0,10.631069424070128
5888,2.5,21,194,1.0,10.631069450683356
5889,2.25,47,282,0.75,10.631069539498688
5890,2.25,45,280,0.75,10.63106957007387
5891,2.25,58,273,1.0,10.631069676727384
5892,2.75,10,114,0.75,10.631069725151168
5893,2.25,24,251,1.0,10.631069790209663
5894,2.0,54,274,1.0,10.631070095776751
5895,2.25,40,275,0.75,10.631070113018003
5896,2.5,18,115,1.0,10.63107028976242
5897,2.25,15,203,1.0,10.631070292819274
5898,2.25,45,293,0.75,10.631070306039438
5899,2.25,46,281,0.75,10.631070438599297
5900,2.25,26,286,1.0,10.63107053735784
5901,2.75,10,276,0.75,10.631070751504414
5902,2.5,23,106,0.75,10.6310708041255
5903,2.75,19,123,1.0,10.631071043782164
5904,2.25,12,262,0.75,10.631071233467695
5905,2.5,40,284,0.75,10.631071321975748
5906,2.25,29,253,1.0,10.631071484132502
5907,2.5,26,259,0.75,10.631071489959176
5908,2.0,51,283,1.0,10.631071608431837
5909,2.25,49,285,0.75,10.63107177615357
5910,2.25,46,295,0.75,10.631072035366486
5911,2.5,12,275,1.0,10.631072036096578
5912,2.25,15,201,1.0,10.631072204302455
5913,2.5,12,108,0.75,10.631072242242793
5914,2.75,15,103,1.0,10.631072482912607
5915,2.25,45,292,0.75,10.631072552151185
5916,2.5,30,262,0.75,10.6310725967539
5917,2.25,47,297,0.75,10.631072692958243
5918,2.75,20,117,1.0,10.63107272594785
5919,2.5,37,270,0.75,10.631072751131368
5920,2.0,57,279,1.0,10.631072769972322
5921,2.0,53,281,1.0,10.631072775927096
5922,2.5,12,115,1.0,10.631072841405809
5923,2.5,17,122,0.75,10.631072930507145
5924,2.25,46,290,0.75,10.631073002067131
5925,2.0,41,286,1.0,10.63107320422537
5926,2.25,58,272,1.0,10.631073265159603
5927,2.5,20,268,1.0,10.631073503090814
5928,2.25,56,275,1.0,10.631073623307216
5929,2.25,16,264,0.75,10.631073727244983
5930,2.5,40,281,0.75,10.631073832600142
5931,2.0,51,273,1.0,10.6310739811281
5932,2.5,17,116,0.75,10.631074025758382
5933,2.5,40,283,0.75,10.631074087443707
5934,2.5,15,102,1.0,10.631074200693956
5935,2.5,40,280,0.75,10.63107436455766
5936,2.75,21,104,1.0,10.63107442868388
5937,2.75,21,111,0.75,10.63107451505438
5938,2.25,14,288,1.0,10.631074543881557
5939,2.25,21,250,1.0,10.631074554719836
5940,2.0,26,288,1.0,10.631074671921136
5941,2.25,53,277,1.0,10.631074863199308
5942,2.5,37,288,0.75,10.6310750159983
5943,2.75,38,103,0.75,10.631075059876173
5944,2.5,10,298,0.5,10.63107506319338
5945,2.75,14,268,0.75,10.631075121994115
5946,2.75,22,112,0.75,10.631075193429126
5947,2.25,30,269,0.75,10.631075208193865
5948,2.75,19,115,0.75,10.631075420549822
5949,2.25,40,259,1.0,10.631075681176052
5950,2.5,33,295,0.75,10.631075776984604
5951,2.75,31,109,0.75,10.63107588246093
5952,2.0,57,278,1.0,10.631076156696937
5953,2.5,10,277,1.0,10.631076327867389
5954,2.0,53,282,1.0,10.63107649200772
5955,2.5,39,286,0.75,10.63107651298012
5956,2.5,22,103,1.0,10.631076616254518
5957,2.0,57,277,1.0,10.63107691782685
5958,2.0,49,284,1.0,10.631077342601484
5959,2.0,34,271,1.0,10.631077612333012
5960,2.25,15,263,0.75,10.631077633831714
5961,2.5,23,257,1.0,10.631077661255114
5962,2.75,15,189,1.0,10.63107801413824
5963,2.5,36,289,0.75,10.631078029496456
5964,2.25,49,286,0.75,10.631078251838357
5965,2.0,56,275,1.0,10.631078383533849
5966,2.25,47,289,0.75,10.631078665320263
5967,2.0,56,280,1.0,10.6310788445981
